"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_injury_q1","pct_injury_q2","pct_injury_q3","pct_injury_q4","pct_injury_q5","pct_injury_q6","pct_injury_q7","pct_injury_q8","pct_injury_q9","pct_injury_q10","pct_injury_q11","INT","distance","weights","subclass"
"2814",360471058044,0,0,1304,2999,3.93464488162721,7.13571190396799,13.6045348449483,17.2390796932311,18.3394464821607,64.8882960986996,15.1717239079693,13.9379793264421,31.9439813,2.1340447,7.1023675,2.30061349693252,97.6993865030675,3.91104294478528,3.22085889570552,5.29141104294479,87.5766871165644,27.027027027027,70.2702702702703,68.9189189189189,91.8918918918919,135.135135135135,145.945945945946,227.027027027027,194.594594594595,267.567567567568,405.405405405405,282.432432432432,0,0.318733286977398,2.01694915254237,"116"
"2819",360471078004,0,0,630,1315,4.33460076045627,2.50950570342205,10.0380228136882,28.212927756654,11.8631178707224,92.2433460076046,6.23574144486692,0,10.7224335,0.608365,2.1292776,8.73015873015873,91.2698412698413,3.33333333333333,0.634920634920635,11.1111111111111,84.9206349206349,31.5315315315315,36.036036036036,81.0810810810811,162.162162162162,225.225225225225,243.243243243243,220.720720720721,504.504504504504,243.243243243243,90.0900900900901,495.495495495496,0,0.182543598912172,0.504237288135593,"95"
"2824",360471106002,1,824,864,2230,7.9372197309417,9.86547085201794,11.6143497757848,14.1704035874439,11.6143497757848,77.219730941704,20.4484304932735,2.33183856502242,40.9545455,13.6818182,6.1818182,47.2222222222222,52.7777777777778,8.21759259259259,1.85185185185185,7.52314814814815,82.4074074074074,54.8780487804878,76.219512195122,155.487804878049,128.048780487805,236.280487804878,219.512195121951,330.792682926829,414.634146341463,576.219512195122,289.634146341463,771.341463414634,1,0.39756915688827,1,"49"
"2825",360471110001,1,848,932,2125,10.3529411764706,11.5294117647059,10.5411764705882,13.2235294117647,12.9411764705882,73.9764705882353,14.6823529411765,21.0823529411765,53.9764706,9.5529412,6.3058824,31.5450643776824,68.4549356223176,4.50643776824034,6.00858369098712,21.8884120171674,64.2703862660944,29.0275761973875,49.3468795355588,87.0827285921626,133.526850507983,123.367198838897,139.33236574746,375.907111756168,267.053701015965,274.310595065312,391.872278664732,383.164005805515,1,0.589011114386931,1,"50"
"2826",360471110002,1,576,628,1275,3.52941176470588,8.70588235294118,15.3725490196078,14.1960784313726,10.3529411764706,66.7450980392157,30.1176470588235,2.66666666666667,32.7058824,13.6470588,15.372549,32.0063694267516,67.9936305732484,5.25477707006369,0,42.515923566879,52.2292993630573,28.4090909090909,34.0909090909091,153.409090909091,204.545454545455,170.454545454545,357.954545454545,397.727272727273,409.090909090909,562.5,369.318181818182,656.25,1,0.43684695893615,1,"51"
"2847",360471134003,0,0,409,1196,13.7123745819398,6.93979933110368,14.5484949832776,19.5652173913043,2.25752508361204,83.8628762541806,14.1304347826087,1.17056856187291,34.4481605,5.1003344,9.4481605,15.158924205379,84.841075794621,8.55745721271394,0,15.158924205379,76.2836185819071,14.2517814726841,66.5083135391924,85.5106888361045,38.0047505938242,71.2589073634204,228.028503562945,166.270783847981,247.030878859857,106.888361045131,285.035629453682,235.154394299287,0,0.447114040721183,2.01694915254237,"84"
"2855",360471144004,0,0,275,673,8.91530460624071,18.7221396731055,11.7384843982169,13.8187221396731,11.2927191679049,53.9375928677563,42.7934621099554,4.16047548291233,49.7723824,1.5174507,19.8786039,33.0909090909091,66.9090909090909,6.54545454545455,0,35.6363636363636,57.8181818181818,18.8679245283019,37.7358490566038,79.2452830188679,60.377358490566,75.4716981132075,90.5660377358491,158.490566037736,150.943396226415,135.849056603774,339.622641509434,290.566037735849,0,0.560545067053894,2.01694915254237,"69"
"2864",360471156004,0,0,459,807,10.7806691449814,4.21313506815366,13.5068153655514,14.6220570012392,17.8438661710037,60.3469640644362,36.5551425030979,3.09789343246592,41.1400248,14.1263941,4.3370508,8.49673202614379,91.5032679738562,28.9760348583878,11.1111111111111,22.4400871459695,37.4727668845316,21.7391304347826,139.130434782609,143.478260869565,208.695652173913,239.130434782609,339.130434782609,365.217391304348,417.391304347826,313.04347826087,173.913043478261,382.608695652174,0,0.234663308874493,1.00847457627119,"77"
"2926",360471208003,0,0,1007,2180,8.80733944954128,6.10091743119266,11.1009174311927,13.302752293578,11.1009174311927,95.6422018348624,4.35779816513761,0,16.2650602,3.7071362,9.5458758,22.1449851042701,77.8550148957299,5.26315789473684,8.6395233366435,3.27706057596822,82.8202581926514,21.1640211640212,70.5467372134039,89.9470899470899,98.7654320987654,114.638447971781,179.89417989418,197.530864197531,211.640211640212,285.714285714286,141.093474426808,291.005291005291,0,0.15161835602483,0.504237288135593,"74"
"2927",360471208004,0,0,698,1520,6.38157894736842,12.1052631578947,15,27.6973684210526,5.98684210526316,86.6447368421053,10.8552631578947,2.5,19.9342105,6.1842105,4.6710526,6.73352435530086,93.2664756446991,3.43839541547278,7.30659025787966,4.72779369627507,84.5272206303725,35.3634577603143,86.4440078585462,129.666011787819,212.180746561886,265.225933202358,377.21021611002,261.296660117878,392.927308447937,406.679764243615,294.695481335953,540.275049115913,0,0.504748399780796,2.01694915254237,"14"
"2929",360471210001,1,770,842,1888,9.85169491525424,2.80720338983051,13.8241525423729,17.0021186440678,8.15677966101695,36.9703389830509,57.0974576271186,6.46186440677966,47.7754237,1.1122881,6.9915254,27.9097387173397,72.0902612826603,8.43230403800475,0.950118764845606,31.5914489311164,59.0261282660333,62,108,210,232,270,240,252,496,414,480,594,1,0.325899398445855,1,"52"
"2944",360610002012,1,742,740,1618,3.4610630407911,5.62422744128554,1.79233621755253,15.7601977750309,25.5253399258344,7.10754017305315,48.8257107540173,40.0494437577256,46.7861557,6.118665,7.1693449,14.3243243243243,85.6756756756757,1.89189189189189,4.59459459459459,7.56756756756757,85.945945945946,90.9090909090909,215.909090909091,392.045454545455,340.909090909091,539.772727272727,443.181818181818,1073.86363636364,1636.36363636364,869.318181818182,1022.72727272727,1062.5,1,0.158311032946642,1,"53"
"2946",360610002023,1,816,811,1547,6.52876535229476,10.0193923723335,8.1447963800905,18.8106011635423,21.8487394957983,9.30833872010343,58.3710407239819,31.2863606981254,39.8836458,7.7569489,11.8939884,75.462392108508,24.537607891492,1.97287299630086,1.47965474722565,81.9975339087546,14.5499383477189,49.738219895288,73.2984293193717,141.361256544503,230.366492146597,235.602094240838,392.670157068063,329.842931937173,335.078534031414,353.403141361257,523.560209424084,835.078534031414,1,0.0474490450380763,1,"54"
"2947",360610002024,1,594,784,1888,7.41525423728813,0,15.5720338983051,12.1292372881356,19.8093220338983,24.2584745762712,59.4809322033898,14.7245762711864,9.5868644,17.5317797,14.0889831,78.8265306122449,21.1734693877551,0,10.0765306122449,70.280612244898,19.6428571428571,36.8663594470046,59.9078341013825,76.036866359447,138.248847926267,195.852534562212,221.198156682028,290.322580645161,202.764976958525,186.635944700461,299.539170506912,380.184331797235,1,0.0239610579232386,1,"55"
"2951",360610006005,1,748,996,2807,5.37940862130388,11.7206982543641,9.86818667616673,14.8913430708942,18.8457427858924,14.713216957606,46.0990381189882,39.1877449234058,62.4510153,3.7762736,9.1556822,32.1285140562249,67.8714859437751,8.73493975903614,1.40562248995984,0,89.859437751004,27.7410832232497,47.556142668428,107.001321003963,116.248348745046,151.915455746367,126.816380449141,258.91677675033,169.088507265522,190.224570673712,264.200792602378,435.931307793923,1,0.282093051975347,1,"56"
"2962",360610010021,1,660,783,1861,8.97367006985492,5.48092423428264,18.4846856528748,16.4965072541644,12.8962923159592,23.1058570660935,68.5652874798495,1.88070929607738,42.5577646,17.9473401,1.0209565,33.3333333333333,66.6666666666667,4.46998722860792,13.9208173690932,0,81.6091954022989,30.9951060358891,75.0407830342577,97.8792822185971,143.556280587276,212.071778140294,176.182707993475,251.223491027732,261.011419249592,308.319738988581,309.951060358891,323.00163132137,1,0.54281992313973,1,"57"
"2963",360610010022,1,725,734,1443,3.46500346500346,0.831600831600832,4.92030492030492,16.9092169092169,33.8877338877339,9.00900900900901,61.6077616077616,28.5516285516285,30.4227304,6.6528067,27.997228,11.0354223433243,88.9645776566757,0,2.31607629427793,9.94550408719346,87.7384196185286,75.187969924812,240.601503759398,338.345864661654,601.503759398496,751.87969924812,812.03007518797,1315.78947368421,1142.85714285714,1285.71428571429,1578.94736842105,2067.66917293233,1,0.416760260708775,1,"58"
"2964",360610010023,1,1100,946,2605,6.10364683301344,5.14395393474088,7.75431861804223,15.2015355086372,14.8176583493282,16.1228406909789,68.7140115163148,12.7063339731286,34.3059937,8.5962145,13.6435331,36.2579281183932,63.7420718816068,5.39112050739958,2.32558139534884,0.422832980972516,91.8604651162791,86.8686868686869,96.969696969697,309.090909090909,468.686868686869,323.232323232323,496.969696969697,692.929292929293,937.373737373737,818.181818181818,686.868686868687,1133.33333333333,1,0.130478994747274,1,"59"
"2987",360610020002,1,745,676,1664,6.12980769230769,5.64903846153846,13.3413461538462,17.3076923076923,13.28125,27.1634615384615,56.7307692307692,11.4783653846154,47.1153846,9.9158654,3.8461538,47.7810650887574,52.2189349112426,0,7.39644970414201,4.58579881656805,88.0177514792899,52.6315789473684,81.3397129186603,172.248803827751,220.095693779904,191.387559808612,186.602870813397,385.167464114833,516.746411483254,559.808612440191,717.703349282297,684.210526315789,1,0.307051783759776,1,"61"
"2988",360610020003,1,313,298,801,7.24094881398252,5.99250936329588,4.74406991260924,25.0936329588015,18.601747815231,22.3470661672909,63.7952559300874,12.6092384519351,18.102372,8.2397004,36.8289638,51.006711409396,48.993288590604,3.02013422818792,15.1006711409396,8.38926174496644,73.489932885906,48.6111111111111,138.888888888889,395.833333333333,250,312.5,541.666666666667,291.666666666667,444.444444444444,750,277.777777777778,611.111111111111,1,0.235875108745721,1,"62"
"2992",360610022013,1,472,569,1346,6.16641901931649,5.64635958395245,5.86924219910847,20.5794947994056,8.46953937592868,33.9524517087667,50.6686478454681,14.7845468053492,49.3313522,3.640416,16.0475483,14.0597539543058,85.9402460456942,0,8.26010544815466,11.4235500878735,80.3163444639719,46.218487394958,151.260504201681,214.285714285714,285.714285714286,189.075630252101,529.411764705882,676.470588235294,672.268907563025,415.966386554622,252.100840336134,1063.02521008403,1,0.779057098459694,1,"63"
"2995",360610024002,1,744,642,1384,3.54046242774566,4.98554913294798,3.39595375722543,19.5809248554913,32.2976878612717,24.4219653179191,64.0173410404624,12.8612716763006,35.982659,7.5867052,1.300578,71.4953271028037,28.5046728971963,0,5.76323987538941,29.595015576324,64.6417445482866,121.212121212121,400,654.545454545455,630.30303030303,1030.30303030303,618.181818181818,466.666666666667,872.727272727273,872.727272727273,787.878787878788,1866.66666666667,1,0.241704342122464,1,"64"
"2996",360610025001,1,1274,1217,2638,3.41167551175133,2.38817285822593,10.0833965125095,24.7915087187263,23.6542835481425,15.2009097801365,33.8893100833965,51.0235026535254,45.1857468,15.4283548,5.5344958,32.1281840591619,67.8718159408381,3.36894001643385,1.56121610517666,2.62941659819228,91.7830731306491,93.0787589498807,138.424821002387,322.195704057279,486.873508353222,536.992840095465,701.670644391408,818.615751789976,782.816229116945,665.871121718377,1097.85202863962,971.360381861575,1,0.256162583927946,1,"65"
"2997",360610025002,1,160,243,654,0,5.04587155963303,5.5045871559633,19.5718654434251,26.7584097859327,21.7125382262997,38.3792048929664,41.131498470948,71.8654434,3.82263,0,14.8148148148148,85.1851851851852,9.87654320987654,3.29218106995885,2.88065843621399,83.9506172839506,115.942028985507,173.913043478261,391.304347826087,579.710144927536,579.710144927536,956.521739130435,1826.08695652174,1739.13043478261,782.608695652174,2318.84057971014,3507.24637681159,1,0.618656163715753,1,"66"
"2998",360610025003,1,500,604,2019,1.48588410104012,2.97176820208024,11.9861317483903,17.6820208023774,21.050024764735,14.6607231302625,53.4918276374443,31.8474492322932,28.7270926,17.8306092,22.238732,23.1788079470199,76.8211920529801,0,2.48344370860927,3.80794701986755,93.7086092715232,90.3614457831325,138.55421686747,225.903614457831,325.301204819277,301.204819277108,307.228915662651,316.265060240964,481.927710843374,487.951807228916,602.409638554217,828.313253012048,1,0.554083135766333,1,"67"
"3002",360610028004,0,0,1353,2534,4.14364640883978,0.631412786108919,9.19494869771113,18.6661404893449,24.585635359116,19.6132596685083,43.2123125493291,18.0741910023678,28.2557222,2.8808208,5.8800316,5.69105691056911,94.3089430894309,0,12.6385809312639,29.5639320029564,57.7974870657797,56.4971751412429,124.293785310734,169.491525423729,271.186440677966,310.734463276836,305.084745762712,454.802259887006,225.988700564972,508.474576271186,621.468926553672,745.762711864407,0,0.124001836166215,0.504237288135593,"90"
"3136",360610066007,0,0,471,682,0,4.69208211143695,0.733137829912023,50.1466275659824,8.65102639296188,8.65102639296188,74.7800586510264,15.9824046920821,74.2942051,0,0,0,100,0,0,18.6836518046709,81.3163481953291,270.27027027027,486.486486486487,1054.05405405405,1189.18918918919,1081.08108108108,972.972972972973,1891.89189189189,1297.2972972973,3405.40540540541,4864.86486486487,2378.37837837838,0,0.446194529747949,2.01694915254237,"70"
"3137",360610066009,0,0,943,1289,0,0,0.698215671062839,14.8952676493406,41.8929402637704,4.344453064391,12.1024049650892,46.6252909231963,35.625,13.828125,0,0,100,5.30222693531283,0,0,94.6977730646872,777.777777777778,1777.77777777778,2000,4888.88888888889,4444.44444444444,4666.66666666667,9333.33333333333,13333.3333333333,9000,5555.55555555556,12222.2222222222,0,0.203701033176432,0.672316384180791,"20"
"3258",360610097002,1,418,410,954,0,0,8.17610062893082,34.8008385744235,16.0377358490566,3.24947589098532,71.8029350104822,31.5513626834382,31.5513627,6.39413,7.8616352,38.0487804878049,61.9512195121951,10.4878048780488,7.31707317073171,4.8780487804878,77.3170731707317,115.384615384615,256.410256410256,538.461538461538,615.384615384615,448.717948717949,692.307692307692,897.435897435897,1025.64102564103,1153.84615384615,897.435897435897,1833.33333333333,1,0.0726551541870105,1,"68"
"3386",360610133005,0,0,783,1033,0,1.0648596321394,1.0648596321394,15.7792836398838,2.51694094869313,8.5188770571152,16.7473378509197,20.3291384317522,6.0019361,0,0,30.2681992337165,69.7318007662835,10.4725415070243,4.85312899106003,17.3690932311622,67.3052362707535,181.818181818182,90.9090909090909,272.727272727273,545.454545454545,227.272727272727,545.454545454545,1909.09090909091,1090.90909090909,1636.36363636364,909.090909090909,2000,0,4.01159116524466e-05,0.504237288135593,"88"
"3387",360610134001,0,0,809,1031,0,1.55189136760427,0,48.1086323957323,25.6062075654704,0.872938894277401,0.193986420950533,23.6663433559651,0.8729389,3.4917556,0.1939864,12.3609394313968,87.6390605686032,0,55.6242274412855,15.0803461063041,29.2954264524104,250,375,187.5,1250,1875,1125,3062.5,3500,1687.5,4375,6187.5,0,0.0418872170661776,0.504237288135593,"100"
"3481",360610151002,1,814,983,1664,3.66586538461538,4.62740384615385,8.41346153846154,32.9326923076923,28.2451923076923,24.5793269230769,61.71875,13.7019230769231,42.6682692,24.0384615,6.3701923,80.5696846388606,19.4303153611394,0,2.74669379450661,37.6398779247202,59.6134282807731,93.5251798561151,215.827338129496,323.741007194245,359.712230215827,647.482014388489,604.31654676259,654.676258992806,978.41726618705,874.10071942446,683.453237410072,870.503597122302,1,0.58009507101232,1,"69"
"3549",360610162003,1,398,517,1757,2.56118383608423,10.8708025042686,10.0739897552647,16.107000569152,11.7814456459875,26.9778030734206,70.973249857712,2.04894706886739,47.524189,9.5048378,0,30.174081237911,69.825918762089,0,2.70793036750484,9.47775628626692,87.8143133462282,53.2687651331719,67.7966101694915,167.070217917676,261.501210653753,169.491525423729,276.029055690073,254.237288135593,581.113801452785,479.418886198547,363.19612590799,452.784503631961,1,0.463129123016482,1,"70"
"3550",360610162004,1,1156,1043,2372,4.84822934232715,5.73355817875211,10.6661045531197,20.4890387858347,19.0978077571669,43.2546374367622,47.5969645868465,8.68465430016863,46.1214165,16.5682968,3.4148398,59.9232981783317,40.0767018216683,4.02684563758389,5.94439117929051,43.3365292425695,46.6922339405561,77.3809523809524,166.666666666667,255.952380952381,357.142857142857,376.984126984127,416.666666666667,791.666666666667,396.825396825397,642.857142857143,575.396825396825,960.31746031746,1,0.392979369738621,1,"71"
"3551",360610162005,0,0,888,1995,2.75689223057644,5.71428571428571,5.36340852130326,15.0375939849624,9.9749373433584,25.6140350877193,52.8822055137845,9.57393483709273,38.0784708,5.0804829,0,1.91441441441441,98.0855855855856,0,0,7.65765765765766,92.3423423423423,68.8405797101449,130.434782608696,152.173913043478,217.391304347826,380.434782608696,391.304347826087,380.434782608696,463.768115942029,423.913043478261,688.405797101449,518.115942028986,0,0.23220303808778,1.00847457627119,"38"
"3558",360610164003,1,656,538,1416,6.49717514124294,0.988700564971752,9.74576271186441,18.2909604519774,20.409604519774,34.1101694915254,48.0932203389831,14.8305084745763,27.8248588,8.2627119,7.3446328,29.368029739777,70.6319702602231,2.78810408921933,10.9665427509294,7.80669144981413,78.4386617100372,118.852459016393,180.327868852459,307.377049180328,409.83606557377,696.72131147541,442.622950819672,631.147540983607,885.245901639344,959.016393442623,491.803278688525,1893.44262295082,1,0.381141213729762,1,"72"
"3559",360610164004,1,438,567,1643,7.12111990261716,5.23432744978698,26.9628727936701,28.9713937918442,6.26902008520998,10.2251978088862,66.7681071211199,12.1119902617164,33.1101643,13.5727328,21.3633597,6.70194003527337,93.2980599647266,10.4056437389771,17.636684303351,6.87830687830688,65.0793650793651,38.6996904024768,71.2074303405573,92.8792569659443,86.687306501548,69.6594427244582,74.3034055727554,195.046439628483,235.294117647059,320.433436532508,232.198142414861,204.334365325077,1,0.702172300675165,1,"73"
"3569",360610166006,1,448,576,1164,0,4.29553264604811,8.84879725085911,25.1718213058419,17.2680412371134,14.3470790378007,71.5635738831615,2.4914089347079,31.3573883,3.7800687,7.7319588,51.9097222222222,48.0902777777778,2.43055555555556,16.1458333333333,23.4375,57.9861111111111,130.718954248366,248.366013071895,470.588235294118,549.019607843137,555.555555555556,666.666666666667,1006.53594771242,1150.32679738562,647.058823529412,1307.18954248366,1797.38562091503,1,0.152226165393069,1,"74"
"3575",360610168001,1,682,712,1390,2.23021582733813,5.10791366906475,16.3309352517986,19.4964028776978,16.1151079136691,27.9136690647482,53.8848920863309,13.7410071942446,41.0791367,7.4820144,6.618705,22.0505617977528,77.9494382022472,11.376404494382,3.23033707865169,4.07303370786517,81.3202247191011,118.54103343465,255.31914893617,437.689969604863,437.689969604863,653.495440729483,510.63829787234,425.531914893617,996.960486322188,1121.58054711246,1215.80547112462,1003.03951367781,1,0.266671588538234,1,"75"
"3582",360610170001,0,0,772,1712,3.56308411214953,1.28504672897196,7.76869158878505,28.5046728971963,30.1985981308411,24.5911214953271,31.4252336448598,42.2897196261682,21.8457944,6.7172897,23.5397196,7.12435233160622,92.8756476683938,6.73575129533679,6.21761658031088,6.60621761658031,80.440414507772,41.6666666666667,166.666666666667,263.888888888889,240.740740740741,300.925925925926,472.222222222222,615.740740740741,592.592592592593,1166.66666666667,462.962962962963,712.962962962963,0,0.113900479154821,0.504237288135593,"91"
"3593",360610172002,1,557,456,1351,3.84900074019245,9.10436713545522,14.8038490007402,12.4352331606218,10.4367135455218,30.4959289415248,68.2457438934123,1.25832716506292,18.430792,4.6632124,22.8719467,4.82456140350877,95.1754385964912,0,4.16666666666667,6.35964912280702,89.4736842105263,69.3333333333333,101.333333333333,248,213.333333333333,320,208,485.333333333333,725.333333333333,552,960,762.666666666667,1,0.37326650389959,1,"76"
"3602",360610174012,0,0,745,1621,1.41887723627391,0.987045033929673,25.7248611967921,16.1628624305984,22.8871067242443,34.1147439851943,47.9333744602097,7.21776681061073,52.3395722,11.631016,1.8048128,26.8456375838926,73.1543624161074,0,0,9.12751677852349,90.8724832214765,43.859649122807,157.894736842105,289.473684210526,403.508771929825,372.80701754386,421.052631578947,583.333333333333,649.122807017544,592.105263157895,614.035087719298,675.438596491228,0,0.763640434540343,2.01694915254237,"63"
"3604",360610174021,0,0,964,2340,3.97435897435897,7.86324786324786,5.94017094017094,13.1623931623932,13.9316239316239,38.7179487179487,35.5982905982906,10.4273504273504,32.6040326,2.4024024,7.4646075,2.0746887966805,97.9253112033195,1.34854771784232,1.6597510373444,10.3734439834025,86.6182572614108,62.5,105.769230769231,194.711538461538,298.076923076923,288.461538461538,288.461538461538,521.634615384615,500,346.153846153846,312.5,423.076923076923,0,0.177114927541147,0.504237288135593,"26"
"3625",360610180001,1,1162,1094,3009,4.12097042206713,11.0003323363244,16.5503489531406,14.8222000664673,11.831173147225,35.0282485875706,57.5938850116318,7.37786640079761,34.0644732,10.667996,8.9730808,32.7239488117002,67.2760511882998,7.22120658135283,6.94698354661792,13.8939670932358,71.9378427787934,37.7754459601259,102.833158447009,163.693599160546,197.271773347324,225.603357817419,226.652675760755,396.642182581322,386.149003147954,528.856243441763,367.261280167891,600.209863588667,1,0.23498194858692,1,"77"
"3627",360610180004,1,324,281,900,8.55555555555556,6.11111111111111,11.7777777777778,14.2222222222222,14.1111111111111,20.4444444444444,79.5555555555556,0,52.1111111,12,0,13.1672597864769,86.8327402135231,9.6085409252669,3.91459074733096,20.6405693950178,65.8362989323843,25.2100840336134,100.840336134454,75.6302521008403,285.714285714286,294.117647058824,226.890756302521,529.411764705882,403.361344537815,642.857142857143,588.235294117647,462.18487394958,1,0.427597179935114,1,"78"
"3635",360610182002,0,0,396,850,5.05882352941176,1.64705882352941,9.41176470588235,24.2352941176471,3.52941176470588,44.5882352941176,55.0588235294118,0,41.4117647,23.0588235,6.5882353,8.58585858585858,91.4141414141414,3.28282828282828,14.8989898989899,18.1818181818182,63.6363636363636,80.2919708029197,102.189781021898,372.262773722628,379.56204379562,364.963503649635,481.751824817518,1021.89781021898,759.124087591241,1051.09489051095,729.92700729927,642.335766423358,0,0.7788074025376,2.01694915254237,"15"
"3637",360610182005,1,719,720,2143,5.36630891273915,8.39944003733084,20.8586094260383,10.6392907139524,11.3859076061596,39.3373775081661,48.0167988800747,12.6458236117592,60.4293047,6.4862343,0,68.4722222222222,31.5277777777778,1.38888888888889,7.77777777777778,23.1944444444444,67.6388888888889,36.3881401617251,64.6900269541779,165.768194070081,177.897574123989,188.679245283019,194.070080862534,311.320754716981,291.105121293801,448.787061994609,377.358490566038,385.44474393531,1,0.327220961144207,1,"79"
"3646",360610184002,0,0,520,1079,0,8.34105653382762,17.516218721038,3.70713623725672,12.9749768303985,33.6422613531047,51.9925857275255,3.05838739573679,55.1436515,16.7747915,4.0778499,37.1153846153846,62.8846153846154,5.38461538461539,14.4230769230769,46.1538461538462,27.5,32.258064516129,100.358422939068,225.806451612903,329.749103942652,286.73835125448,215.05376344086,426.523297491039,372.759856630824,580.645161290323,573.476702508961,433.691756272401,0,0.344924440938335,2.01694915254237,"39"
"3653",360610186002,0,0,765,3059,9.57829355998692,6.17848970251716,10.8205295848316,20.4968944099379,3.98823144818568,61.1310885910428,21.8372016999019,7.94377247466492,44.4247788,2.9734513,1.1327434,43.6601307189542,56.3398692810458,3.79084967320261,7.58169934640523,20.6535947712418,67.9738562091503,11.070110701107,46.740467404674,47.9704797047971,54.1205412054121,79.9507995079951,118.081180811808,86.1008610086101,68.8806888068881,143.911439114391,196.80196801968,230.012300123001,0,0.182197076827926,0.504237288135593,"96"
"3666",360610189006,1,1160,1087,2699,7.78065950351982,4.00148203038162,11.04112634309,16.1541311596888,18.6735828084476,31.5301963690256,55.4649870322342,22.3786587625046,35.7169322,6.6691367,7.1507966,16.3753449862006,83.6246550137994,5.97976080956762,4.32382704691812,2.02391904323827,87.672493100276,63.3116883116883,107.142857142857,209.415584415584,266.233766233766,308.441558441558,301.948051948052,397.727272727273,532.467532467532,818.181818181818,438.311688311688,714.285714285714,1,0.239353302060684,1,"80"
"3672",360610192001,0,0,148,473,0,9.09090909090909,9.72515856236786,23.0443974630021,1.26849894291755,28.1183932346723,57.2938689217759,18.1818181818182,15.0105708,31.5010571,28.7526427,14.1891891891892,85.8108108108108,16.8918918918919,52.7027027027027,14.1891891891892,16.2162162162162,33.7078651685393,269.662921348315,337.078651685393,719.101123595506,449.438202247191,404.494382022472,314.606741573034,808.988764044944,1011.23595505618,337.078651685393,741.573033707865,0,0.574074111328416,2.01694915254237,"50"
"3673",360610192003,1,633,525,1526,13.4338138925295,11.8610747051114,18.348623853211,9.50196592398427,7.99475753604194,41.743119266055,48.0340760157274,8.06028833551769,62.8440367,12.4508519,2.6867628,27.047619047619,72.952380952381,1.33333333333333,3.23809523809524,10.8571428571429,84.5714285714286,31.5315315315315,90.0900900900901,112.612612612613,204.204204204204,112.612612612613,117.117117117117,252.252252252252,252.252252252252,391.891891891892,360.36036036036,297.297297297297,1,0.801349615945803,1,"81"
"3676",360610193003,0,0,735,1824,11.0745614035088,0,9.42982456140351,19.7916666666667,10.1425438596491,2.24780701754386,41.0635964912281,19.4078947368421,37.0605187,16.0806916,2.7089337,70.7482993197279,29.2517006802721,1.7687074829932,40.4081632653061,57.8231292517007,0,18.716577540107,64.1711229946524,72.192513368984,85.5614973262032,93.5828877005348,96.2566844919786,205.882352941176,320.855614973262,240.641711229947,294.117647058824,235.294117647059,0,0.0238880375638465,0.504237288135593,"55"
"3679",360610193006,0,0,637,1093,0,0,0,21.8664226898445,42.7264409881061,12.0768526989936,57.0905763952425,14.1811527904849,57.7310156,0,0,67.032967032967,32.967032967033,8.94819466248038,40.8163265306122,13.0298273155416,37.2056514913658,0,0,0,0,0,0,0,0,0,0,0,0,0.086878837314362,0.504237288135593,"33"
"3682",360610194003,0,0,495,1343,8.71183916604616,11.4668652271035,7.96723752792256,10.945644080417,4.24422933730454,26.7311988086374,61.0573343261355,5.88235294117647,54.6537602,3.7230082,0.5212211,9.29292929292929,90.7070707070707,8.48484848484849,31.9191919191919,16.969696969697,42.6262626262626,34.3915343915344,37.037037037037,63.4920634920635,158.730158730159,171.957671957672,222.222222222222,203.703703703704,169.312169312169,238.095238095238,132.275132275132,232.804232804233,0,0.441474290609585,2.01694915254237,"44"
"3683",360610194004,0,0,812,1920,14.1666666666667,7.1875,8.64583333333333,16.0416666666667,8.07291666666667,27.96875,63.90625,1.40625,58.3772392,6.743941,4.9525817,27.2167487684729,72.7832512315271,3.94088669950739,10.2216748768473,11.3300492610837,74.5073891625616,43.4027777777778,93.75,166.666666666667,312.5,269.097222222222,291.666666666667,510.416666666667,486.111111111111,390.625,486.111111111111,611.111111111111,0,0.625789828278732,2.01694915254237,"23"
"3709",360610206002,0,0,838,1564,8.50383631713555,3.45268542199488,13.2352941176471,21.6112531969309,4.73145780051151,54.2199488491049,36.3171355498721,4.60358056265985,32.1611253,4.3478261,2.8772379,39.9761336515513,60.0238663484487,18.6157517899761,15.035799522673,39.7374701670644,26.6109785202864,53.2994923857868,71.0659898477157,144.670050761421,152.284263959391,164.97461928934,228.426395939086,230.964467005076,406.091370558376,251.269035532995,279.187817258883,502.53807106599,0,0.0470006506007013,0.504237288135593,"29"
"3715",360610209011,0,0,753,1573,4.76795931341386,6.35727908455181,13.7317228226319,12.5874125874126,7.3744437380801,43.674507310871,39.9237126509854,10.553083280356,36.2364908,2.7972028,1.8436109,39.4422310756972,60.5577689243028,16.9986719787517,33.5989375830013,27.0916334661355,22.3107569721116,40.920716112532,61.381074168798,92.0716112531969,112.531969309463,217.391304347826,76.7263427109974,322.250639386189,286.445012787724,161.125319693095,434.782608695652,478.260869565217,0,0.0415287797661298,0.504237288135593,"100"
