"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_asthma_q1","pct_asthma_q2","pct_asthma_q3","pct_asthma_q4","pct_asthma_q5","pct_asthma_q6","pct_asthma_q7","pct_asthma_q8","pct_asthma_q11","pct_asthma_q9","pct_asthma_q10","INT","distance","weights","subclass"
"205",360050133003,1,372,487,1360,3.08823529411765,3.82352941176471,11.0294117647059,17.5735294117647,7.27941176470588,12.9411764705882,87.0588235294118,0,24.4852941,8.4558824,4.7794118,45.5852156057495,54.4147843942505,4.72279260780287,8.62422997946612,2.6694045174538,83.9835728952772,26.6272189349112,14.792899408284,17.7514792899408,5.91715976331361,17.7514792899408,29.585798816568,29.585798816568,5.91715976331361,17.7514792899408,2.9585798816568,5.91715976331361,1,0.0442725852033714,1,"24"
"213",360050144001,1,251,217,280,0,0,5.71428571428571,6.07142857142857,78.9285714285714,5.35714285714286,83.5714285714286,0,60.7142857,6.4285714,10.3571429,0,100,7.37327188940092,21.6589861751152,7.83410138248848,63.1336405529954,0,0,0,0,0,4.20168067226891,0,0,0,0,0,1,0.930772536928961,1,"27"
"214",360050144002,1,368,350,964,11.0995850622407,3.7344398340249,19.8132780082988,16.1825726141079,6.53526970954357,30.7053941908714,65.2489626556017,1.2448132780083,59.0248963,0,15.560166,26.2857142857143,73.7142857142857,19.7142857142857,0,67.1428571428571,13.1428571428571,36.5296803652968,4.5662100456621,4.5662100456621,31.9634703196347,22.8310502283105,4.5662100456621,13.6986301369863,4.5662100456621,4.5662100456621,4.5662100456621,13.6986301369863,1,0.301256274320608,1,"30"
"215",360050144005,1,418,435,1266,13.7440758293839,13.6650868878357,10.9794628751975,12.5592417061611,11.7693522906793,20.0631911532385,58.3728278041074,10.9004739336493,42.9699842,7.2669826,7.9778831,24.5977011494253,75.4022988505747,45.2873563218391,0.689655172413793,47.5862068965517,6.4367816091954,22.7272727272727,19.4805194805195,19.4805194805195,12.987012987013,45.4545454545455,32.4675324675325,19.4805194805195,6.49350649350649,12.987012987013,29.2207792207792,16.2337662337662,1,0.00418606377407824,1,"31"
"217",360050145001,0,0,771,2003,9.88517224163754,10.4842735896156,6.14078881677484,19.8202695956066,13.0803794308537,43.3349975037444,50.1747378931603,4.14378432351473,39.476678,8.0204778,11.2059158,29.7016861219196,70.2983138780804,15.1750972762646,9.33852140077821,36.4461738002594,39.0402075226978,28.8315629742033,13.6570561456753,7.58725341426404,4.55235204855842,15.1745068285281,10.6221547799697,6.06980273141123,10.6221547799697,3.03490136570561,15.1745068285281,10.6221547799697,0,0.190582736154565,0.515217391304348,"110"
"219",360050147011,1,738,839,3386,5.64087418783225,6.0838747784997,16.9226225634968,14.3532191376255,11.3998818665092,37.7436503248671,61.3998818665092,0,45.5995275,4.0165387,17.6314235,40.2860548271752,59.7139451728248,2.14541120381406,3.2181168057211,3.3373063170441,91.2991656734207,20.6422018348624,18.348623853211,16.0550458715596,6.88073394495413,17.2018348623853,19.4954128440367,19.4954128440367,12.6146788990826,9.1743119266055,12.6146788990826,16.0550458715596,1,0.539316012553645,1,"33"
"221",360050147013,1,545,543,1399,7.57684060042888,7.86275911365261,17.4410293066476,14.6533238027162,6.21872766261615,43.3166547533953,55.3967119370979,0,71.1937098,0,3.1451036,38.3057090239411,61.6942909760589,6.62983425414365,0,13.8121546961326,79.5580110497238,47.945205479452,47.945205479452,30.8219178082192,17.1232876712329,30.8219178082192,30.8219178082192,30.8219178082192,20.5479452054795,54.7945205479452,41.0958904109589,47.945205479452,1,0.863157955418967,1,"34"
"222",360050147021,1,354,328,776,7.34536082474227,1.80412371134021,8.76288659793814,22.8092783505155,17.5257731958763,37.8865979381443,58.5051546391753,4.63917525773196,38.9175258,13.0154639,5.1546392,64.9390243902439,35.0609756097561,0,5.18292682926829,2.74390243902439,92.0731707317073,12.779552715655,28.7539936102236,15.9744408945687,6.38977635782748,9.58466453674121,9.58466453674121,6.38977635782748,6.38977635782748,9.58466453674121,15.9744408945687,9.58466453674121,1,0.358345965774496,1,"35"
"223",360050147022,1,448,453,1342,10.2086438152012,7.60059612518629,7.15350223546945,14.4560357675112,7.60059612518629,29.8807749627422,70.1192250372578,0,40.1639344,3.2786885,9.9850969,29.5805739514349,70.4194260485651,1.98675496688742,1.76600441501104,24.2825607064018,71.9646799116998,54.0540540540541,16.8918918918919,16.8918918918919,16.8918918918919,13.5135135135135,13.5135135135135,27.027027027027,10.1351351351351,13.5135135135135,13.5135135135135,16.8918918918919,1,0.316580673420412,1,"36"
"240",360050159001,0,0,553,1293,3.01624129930394,3.09358081979892,10.5955143078113,12.6063418406806,13.6117556071152,5.95514307811292,92.9621036349575,0.541376643464811,47.4339036,7.8538103,12.5194401,29.4755877034358,70.5244122965642,11.0307414104882,7.95660036166365,38.5171790235081,42.49547920434,8.84955752212389,8.84955752212389,5.89970501474926,11.7994100294985,17.6991150442478,8.84955752212389,2.94985250737463,2.94985250737463,5.89970501474926,5.89970501474926,5.89970501474926,0,0.202056457182036,0.68695652173913,"38"
"241",360050159002,0,0,148,307,0,10.4234527687296,8.14332247557003,14.3322475570033,23.1270358306189,6.84039087947883,86.6449511400651,4.88599348534202,63.1921824,13.3550489,3.257329,16.2162162162162,83.7837837837838,13.5135135135135,0,37.1621621621622,49.3243243243243,26.0869565217391,0,26.0869565217391,0,17.3913043478261,17.3913043478261,0,8.69565217391304,0,0,8.69565217391304,0,0.588727262086052,2.06086956521739,"39"
"246",360050161001,0,0,347,667,14.3928035982009,4.047976011994,11.0944527736132,13.4932533733133,7.94602698650675,36.8815592203898,59.6701649175412,3.44827586206897,33.7331334,1.6491754,0,32.5648414985591,67.4351585014409,3.1700288184438,3.1700288184438,43.8040345821326,49.8559077809798,48.951048951049,41.958041958042,34.965034965035,27.972027972028,41.958041958042,6.99300699300699,13.986013986014,6.99300699300699,0,41.958041958042,13.986013986014,0,0.203723473372819,0.515217391304348,"18"
"247",360050161002,0,0,582,1425,11.859649122807,3.2280701754386,9.6140350877193,20.140350877193,10.7368421052632,40.7017543859649,58.6666666666667,0.631578947368421,51.0877193,0,1.4736842,35.3951890034364,64.6048109965636,0,3.60824742268041,39.5189003436426,56.872852233677,0,2.27272727272727,4.54545454545454,13.6363636363636,20.4545454545455,2.27272727272727,13.6363636363636,0,2.27272727272727,0,2.27272727272727,0,0.282881532261532,2.06086956521739,"22"
"255",360050167002,0,0,710,2175,11.6781609195402,11.9080459770115,20.0459770114943,9.97701149425287,0.781609195402299,37.8850574712644,59.4022988505747,2.11494252873563,56.6046733,3.5288507,4.72103,33.3802816901408,66.6197183098592,15.0704225352113,5.35211267605634,25.3521126760563,54.2253521126761,72.6495726495727,68.3760683760684,42.7350427350427,59.8290598290598,89.7435897435897,42.7350427350427,51.2820512820513,21.3675213675214,81.1965811965812,68.3760683760684,89.7435897435897,0,0.846731334982179,2.06086956521739,"34"
"258",360050173003,0,0,485,1121,7.13648528099911,2.94380017841213,12.5780553077609,23.1043710972346,3.92506690454951,26.6726137377342,69.4915254237288,3.38983050847458,33.4535618,30.207394,12.9846709,88.4536082474227,11.5463917525773,2.47422680412371,7.21649484536082,83.9175257731959,6.39175257731959,36.3036303630363,33.003300330033,26.4026402640264,26.4026402640264,13.2013201320132,19.8019801980198,16.5016501650165,23.1023102310231,13.2013201320132,16.5016501650165,23.1023102310231,0,0.420305168714816,2.06086956521739,"45"
"259",360050175004,0,0,719,1464,4.37158469945355,9.97267759562842,11.6120218579235,24.5218579234973,19.8087431693989,34.9043715846995,42.896174863388,22.8825136612022,22.0125786,16.3522013,1.1180992,75.7997218358832,24.2002781641168,1.9471488178025,5.56328233657858,43.8108484005563,48.6787204450626,10.7858243451464,6.1633281972265,4.62249614791988,3.08166409861325,9.24499229583975,10.7858243451464,9.24499229583975,1.54083204930663,3.08166409861325,3.08166409861325,10.7858243451464,0,0.0445505811910113,0.515217391304348,"51"
"264",360050177024,0,0,557,1536,7.35677083333333,4.55729166666667,15.2994791666667,19.4661458333333,13.0859375,22.265625,73.7630208333333,4.16666666666667,51.6927083,15.0390625,5.3385417,58.3482944344704,41.6517055655296,4.48833034111311,6.10412926391382,74.326750448833,15.08078994614,6,6,2,6,2,4,4,2,4,4,4,0,0.338700237316554,1.0304347826087,"107"
"266",360050179012,0,0,165,353,9.34844192634561,12.1813031161473,9.91501416430595,26.628895184136,14.7308781869688,40.2266288951841,50.7082152974504,0,26.6288952,11.0481586,23.796034,47.8787878787879,52.1212121212121,2.42424242424242,6.66666666666667,36.3636363636364,54.5454545454545,13.6986301369863,6.84931506849315,20.5479452054795,20.5479452054795,13.6986301369863,34.2465753424658,6.84931506849315,13.6986301369863,47.945205479452,13.6986301369863,6.84931506849315,0,0.359132942713826,1.0304347826087,"93"
"268",360050179021,0,0,613,2036,8.49705304518664,10.7072691552063,9.82318271119843,17.4852652259332,6.13948919449902,68.2220039292731,31.188605108055,0.982318271119843,58.1041257,2.3575639,5.697446,57.5856443719413,42.4143556280587,13.3768352365416,4.07830342577488,33.278955954323,49.2659053833605,24.948024948025,22.8690228690229,16.6320166320166,12.4740124740125,20.7900207900208,6.23700623700624,8.31600831600832,14.5530145530146,6.23700623700624,10.3950103950104,8.31600831600832,0,0.196261299110646,0.515217391304348,"110"
"269",360050179022,0,0,270,810,12.962962962963,8.51851851851852,11.1111111111111,16.4197530864198,3.08641975308642,51.358024691358,33.2098765432099,15.1851851851852,55.1851852,5.5555556,3.2098765,78.8888888888889,21.1111111111111,7.03703703703704,2.59259259259259,22.962962962963,67.4074074074074,37.9746835443038,44.3037974683544,25.3164556962025,25.3164556962025,63.2911392405063,25.3164556962025,31.6455696202532,25.3164556962025,44.3037974683544,44.3037974683544,18.9873417721519,0,0.165338412053493,0.515217391304348,"50"
"288",360050185001,0,0,867,2086,12.3681687440077,5.60882070949185,13.0872483221477,18.7440076701822,5.51294343240652,30.6327900287632,65.2444870565676,2.58868648130393,25.9827421,8.1975072,1.5340364,17.0703575547866,82.9296424452134,11.6493656286044,7.26643598615917,18.4544405997693,62.6297577854671,19.7628458498024,13.8339920948617,31.6205533596838,9.88142292490119,19.7628458498024,13.8339920948617,21.7391304347826,17.7865612648221,17.7865612648221,21.7391304347826,17.7865612648221,0,0.118432356751359,0.515217391304348,"102"
"289",360050185002,0,0,414,1153,14.7441457068517,3.38248048568951,17.692974848222,20.6418039895924,8.23937554206418,40.4163052905464,57.8490893321769,3.46921075455334,60.7979185,0,3.3824805,52.4154589371981,47.5845410628019,10.3864734299517,14.975845410628,39.8550724637681,34.7826086956522,27.027027027027,21.021021021021,9.00900900900901,15.015015015015,15.015015015015,9.00900900900901,6.00600600600601,3.003003003003,3.003003003003,15.015015015015,9.00900900900901,0,0.358166523003138,2.06086956521739,"74"
"290",360050185003,0,0,697,2147,9.26874708896134,6.4275733581742,10.2002794597112,26.6884024219842,8.61667442943642,57.7084303679553,37.6339077782953,5.68234746157429,51.3589503,10.5904405,4.4048735,66.4275466284075,33.5724533715925,11.7647058823529,22.5251076040172,29.4117647058824,36.2984218077475,23.7467018469657,21.1081794195251,10.5540897097625,7.9155672823219,32.9815303430079,11.8733509234828,10.5540897097625,7.9155672823219,6.59630606860158,17.1503957783641,13.1926121372032,0,0.415567316616444,2.06086956521739,"32"
"296",360050189004,0,0,660,1431,0.628930817610063,14.5352900069881,18.1691125087352,13.696715583508,13.4171907756813,22.5017470300489,76.1705101327743,0,58.5604472,2.3060797,11.8798043,55.6060606060606,44.3939393939394,13.1818181818182,5.60606060606061,33.1818181818182,48.030303030303,18.0412371134021,10.3092783505155,7.7319587628866,2.57731958762887,12.8865979381443,12.8865979381443,15.4639175257732,10.3092783505155,7.7319587628866,12.8865979381443,10.3092783505155,0,0.199506707235888,0.515217391304348,"44"
"297",360050193002,1,584,277,806,12.6550868486352,4.96277915632754,11.7866004962779,18.1141439205955,3.72208436724566,66.1290322580645,33.8709677419355,0,37.0967742,6.9478908,6.6997519,43.6823104693141,56.3176895306859,12.6353790613718,5.41516245487365,10.8303249097473,71.1191335740072,45.4545454545455,45.4545454545455,34.0909090909091,28.4090909090909,56.8181818181818,39.7727272727273,5.68181818181818,5.68181818181818,0,17.0454545454545,45.4545454545455,1,0.35052107935938,1,"57"
"299",360050195001,0,0,848,1915,4.85639686684073,9.19060052219321,13.6814621409922,20.2610966057441,11.4360313315927,29.0339425587467,69.6605744125326,0.835509138381201,24.9180328,22.8961749,9.6174863,54.7169811320755,45.2830188679245,16.1556603773585,2.12264150943396,18.8679245283019,62.8537735849057,13.1795716639209,32.9489291598023,16.4744645799012,16.4744645799012,24.7116968698517,13.1795716639209,4.94233937397035,11.5321252059308,4.94233937397035,16.4744645799012,11.5321252059308,0,0.0898039688228606,0.515217391304348,"98"
"303",360050197001,0,0,678,2205,8.07256235827664,13.469387755102,7.34693877551021,16.5532879818594,4.58049886621315,27.3469387755102,66.031746031746,9.47845804988662,37.4603175,3.8095238,12.8344671,78.7610619469027,21.2389380530973,1.76991150442478,4.57227138643068,42.330383480826,47.787610619469,8.58369098712446,8.58369098712446,2.14592274678112,2.14592274678112,8.58369098712446,0,10.7296137339056,4.29184549356223,10.7296137339056,15.0214592274678,6.43776824034335,0,0.0277352240653898,0.515217391304348,"100"
"304",360050197002,0,0,613,1636,0.550122249388753,11.919315403423,12.7750611246944,19.3765281173594,12.2860635696822,25.2444987775061,66.5036674816626,8.2518337408313,57.0293399,3.6674817,6.5403423,54.1598694942904,45.8401305057096,4.73083197389886,1.95758564437194,43.3931484502447,49.9184339314845,21.2355212355212,9.65250965250965,3.86100386100386,3.86100386100386,11.5830115830116,11.5830115830116,3.86100386100386,0,11.5830115830116,11.5830115830116,11.5830115830116,0,0.295659021066973,2.06086956521739,"97"
"307",360050197005,0,0,271,601,1.66389351081531,4.15973377703827,12.8119800332779,16.30615640599,19.4675540765391,26.2895174708819,62.5623960066556,10.4825291181364,34.9417637,11.3144759,20.6322795,100,0,6.64206642066421,0,55.719557195572,37.6383763837638,37.2093023255814,23.2558139534884,23.2558139534884,32.5581395348837,37.2093023255814,18.6046511627907,9.30232558139535,0,13.953488372093,9.30232558139535,4.65116279069767,0,0.0848466178900412,0.515217391304348,"64"
"323",360050205011,0,0,415,968,6.92148760330579,2.58264462809917,11.7768595041322,26.8595041322314,8.88429752066116,22.6239669421488,76.1363636363636,0,19.3181818,9.607438,17.768595,33.9759036144578,66.0240963855422,0,5.54216867469879,35.9036144578313,58.5542168674699,11.5606936416185,8.67052023121387,0,0,11.5606936416185,8.67052023121387,8.67052023121387,2.89017341040462,2.89017341040462,5.78034682080925,11.5606936416185,0,0.305079968858397,1.0304347826087,"68"
"324",360050205013,0,0,713,1776,7.65765765765766,14.6959459459459,8.38963963963964,14.0765765765766,7.31981981981982,30.8558558558559,68.3558558558559,0.675675675675676,48.7612613,6.7004505,3.5472973,28.8920056100982,71.1079943899018,5.61009817671809,0,10.0981767180926,84.2917251051893,15.7894736842105,13.1578947368421,18.4210526315789,10.5263157894737,28.9473684210526,5.26315789473684,21.0526315789474,5.26315789473684,2.63157894736842,21.0526315789474,2.63157894736842,0,0.226785650072255,0.68695652173913,"38"
"325",360050205014,0,0,654,1692,12.5295508274232,3.84160756501182,7.91962174940898,5.96926713947991,8.68794326241135,13.8888888888889,86.1111111111111,0,23.286052,9.3971631,0,48.9296636085627,51.0703363914373,11.4678899082569,2.14067278287462,38.2262996941896,48.1651376146789,40.3225806451613,48.3870967741935,56.4516129032258,36.2903225806452,88.7096774193548,28.2258064516129,32.258064516129,44.3548387096774,24.1935483870968,52.4193548387097,32.258064516129,0,0.0417540085081132,0.515217391304348,"19"
"329",360050209001,0,0,314,607,17.6276771004942,4.2833607907743,8.89621087314662,18.2866556836903,5.7660626029654,35.7495881383855,63.0971993410214,1.15321252059308,53.5420099,1.9769357,0,37.8980891719745,62.1019108280255,0,0,57.6433121019108,42.3566878980892,13.6986301369863,6.84931506849315,0,0,0,0,13.6986301369863,0,13.6986301369863,6.84931506849315,0,0,0.223614190193352,0.68695652173913,"38"
"330",360050209002,0,0,259,579,7.426597582038,4.14507772020725,9.84455958549223,23.8341968911917,12.0898100172712,49.2227979274611,45.9412780656304,3.45423143350604,35.5785838,17.6165803,0,53.6679536679537,46.3320463320463,0,0,50.5791505791506,49.4208494208494,24.0384615384615,24.0384615384615,9.61538461538462,14.4230769230769,38.4615384615385,19.2307692307692,14.4230769230769,28.8461538461538,9.61538461538462,19.2307692307692,19.2307692307692,0,0.394329141559715,2.06086956521739,"8"
"331",360050209003,0,0,491,1249,2.00160128102482,5.12409927942354,15.4523618895116,17.5340272217774,6.56525220176141,46.5972778222578,52.2818254603683,2.2417934347478,25.060048,3.5228183,20.5764612,48.4725050916497,51.5274949083503,3.86965376782077,6.92464358452139,58.4521384928717,30.7535641547862,13.2890365448505,13.2890365448505,13.2890365448505,0,16.6112956810631,9.96677740863787,16.6112956810631,3.32225913621262,9.96677740863787,3.32225913621262,9.96677740863787,0,0.172176802520032,0.515217391304348,"99"
"333",360050210011,0,0,555,1121,10.1694915254237,8.29616413916146,6.15521855486173,37.4665477252453,5.26315789473684,59.2328278322926,40.6779661016949,0,46.4763604,0,5.2631579,63.0630630630631,36.9369369369369,10.0900900900901,0,32.6126126126126,57.2972972972973,0,2.08768267223382,4.17536534446764,0,2.08768267223382,4.17536534446764,2.08768267223382,2.08768267223382,6.26304801670146,0,8.35073068893528,0,0.142091185042616,0.515217391304348,"3"
"349",360050211004,0,0,396,988,7.38866396761134,6.57894736842105,14.17004048583,10.5263157894737,4.95951417004049,29.251012145749,69.8380566801619,0.910931174089069,32.5702393,18.0020812,8.012487,57.8282828282828,42.1717171717172,6.06060606060606,2.27272727272727,47.2222222222222,44.4444444444444,45.7516339869281,26.1437908496732,13.0718954248366,26.1437908496732,32.6797385620915,52.2875816993464,13.0718954248366,13.0718954248366,13.0718954248366,26.1437908496732,19.6078431372549,0,0.0880185016896309,0.515217391304348,"98"
"351",360050212002,0,0,169,505,7.92079207920792,14.6534653465347,7.72277227722772,21.3861386138614,9.7029702970297,65.1485148514851,24.1584158415842,13.2673267326733,16.2376238,29.9009901,8.1188119,71.5976331360947,28.4023668639053,0,0,25.4437869822485,74.5562130177515,31.8471337579618,12.7388535031847,0,12.7388535031847,12.7388535031847,0,6.36942675159236,0,0,0,6.36942675159236,0,0.139962378250847,0.515217391304348,"3"
"355",360050213011,0,0,108,260,13.0769230769231,3.84615384615385,14.2307692307692,20.3846153846154,4.23076923076923,7.69230769230769,87.3076923076923,0,59.2307692,3.0769231,10.3846154,37.962962962963,62.037037037037,16.6666666666667,0,32.4074074074074,50.9259259259259,46.875,0,0,0,0,0,31.25,15.625,15.625,0,0,0,0.164798162189546,0.515217391304348,"91"
"359",360050213023,0,0,158,657,2.43531202435312,10.0456621004566,27.3972602739726,12.6331811263318,2.58751902587519,31.8112633181126,67.427701674277,0,43.2267884,28.1582953,2.891933,44.9367088607595,55.0632911392405,0,0,67.0886075949367,32.9113924050633,30,50,0,0,0,20,10,0,30,0,10,0,0.599153215275837,2.06086956521739,"65"
"360",360050213024,0,0,793,2359,12.6748622297584,7.79991521831284,21.2378126324714,10.0890207715134,3.47604917337855,54.0059347181009,43.4506146672319,0,23.8236541,11.6150911,12.208563,29.5081967213115,70.4918032786885,0,0,25.2206809583859,74.7793190416141,15.625,25,18.75,9.375,37.5,12.5,12.5,9.375,15.625,40.625,9.375,0,0.32085947104653,1.0304347826087,"107"
"361",360050215011,0,0,512,1490,8.99328859060403,9.32885906040269,17.1140939597315,14.8322147651007,5.90604026845638,6.1744966442953,92.2147651006711,3.22147651006711,53.4228188,0,2.2147651,63.8671875,36.1328125,5.6640625,0,58.203125,36.1328125,25.8899676375405,12.9449838187702,9.70873786407767,19.4174757281553,9.70873786407767,6.47249190938511,12.9449838187702,3.23624595469256,12.9449838187702,9.70873786407767,19.4174757281553,0,0.0861380115175137,0.515217391304348,"98"
"362",360050215012,0,0,456,1705,7.85923753665689,7.74193548387097,13.3724340175953,10.4985337243402,4.57478005865103,18.475073313783,78.7683284457478,1.17302052785924,33.7788578,21.6889429,0.36452,69.9561403508772,30.0438596491228,0,2.41228070175439,73.2456140350877,24.3421052631579,23.3463035019455,27.2373540856031,15.5642023346303,7.78210116731517,23.3463035019455,15.5642023346303,7.78210116731517,3.89105058365759,23.3463035019455,19.4552529182879,15.5642023346303,0,0.110849409144854,0.515217391304348,"70"
"366",360050215023,0,0,392,964,7.36514522821577,16.9087136929461,11.9294605809129,21.2655601659751,1.45228215767635,32.9875518672199,64.4190871369295,2.28215767634855,48.9626556,5.7053942,11.0995851,58.6734693877551,41.3265306122449,8.92857142857143,14.5408163265306,62.7551020408163,13.7755102040816,9.1324200913242,18.2648401826484,31.9634703196347,13.6986301369863,36.5296803652968,36.5296803652968,18.2648401826484,18.2648401826484,27.3972602739726,18.2648401826484,18.2648401826484,0,0.22292639709308,0.68695652173913,"28"
"368",360050215025,0,0,393,1689,7.16400236826525,8.94020130254589,17.4067495559503,16.0449970396684,4.67732386027235,19.8934280639432,78.744819419775,1.30254588513914,49.0699166,21.8088518,2.7581783,66.6666666666667,33.3333333333333,8.9058524173028,12.4681933842239,65.3944020356234,13.2315521628499,40,31.4285714285714,17.1428571428571,14.2857142857143,31.4285714285714,20,17.1428571428571,2.85714285714286,11.4285714285714,28.5714285714286,14.2857142857143,0,0.366995674855794,1.0304347826087,"84"
"369",360050216011,0,0,681,1761,11.8114707552527,3.18001135718342,10.5621805792164,11.8114707552527,9.99432140829074,29.6990346394094,63.5434412265758,0,54.5712663,7.0982396,8.9721749,53.7444933920705,46.2555066079295,14.3906020558003,22.7606461086637,28.4875183553598,34.3612334801762,28.6458333333333,13.0208333333333,7.8125,10.4166666666667,18.2291666666667,20.8333333333333,2.60416666666667,10.4166666666667,5.20833333333333,31.25,20.8333333333333,0,0.198524352249521,0.515217391304348,"96"
"371",360050216013,0,0,253,666,4.35435435435435,5.55555555555556,10.8108108108108,12.4624624624625,10.2102102102102,14.8648648648649,55.2552552552552,3.003003003003,51.2012012,8.7087087,12.7627628,39.9209486166008,60.0790513833992,4.74308300395257,0,33.9920948616601,61.2648221343874,33.112582781457,26.4900662251656,13.2450331125828,6.62251655629139,0,6.62251655629139,6.62251655629139,0,6.62251655629139,6.62251655629139,6.62251655629139,0,0.196710623457494,0.515217391304348,"110"
"379",360050217002,0,0,421,1201,10.4912572855953,10.9075770191507,16.0699417152373,7.82681099084097,2.91423813488759,19.4004995836803,80.5995004163197,0,49.4587843,1.8318068,3.9966694,90.9738717339667,9.02612826603325,11.6389548693587,2.37529691211401,46.3182897862233,39.667458432304,77.5193798449612,46.5116279069767,31.0077519379845,31.0077519379845,69.7674418604651,31.0077519379845,31.0077519379845,31.0077519379845,7.75193798449612,31.0077519379845,54.2635658914729,0,0.0883249847925824,0.515217391304348,"90"
"380",360050217003,0,0,356,968,6.81818181818182,6.50826446280992,2.37603305785124,24.3801652892562,7.85123966942149,55.0619834710744,42.3553719008264,0.723140495867769,45.9601259,22.6652676,0.7345226,76.9662921348315,23.0337078651685,1.96629213483146,0,46.0674157303371,51.9662921348315,3.2051282051282,9.61538461538462,6.41025641025641,3.2051282051282,0,0,3.2051282051282,3.2051282051282,9.61538461538462,12.8205128205128,6.41025641025641,0,0.253869855480593,1.0304347826087,"5"
"382",360050218001,0,0,448,1486,13.0551816958277,8.47913862718708,9.62314939434724,9.35397039030956,6.72947510094213,22.8129205921938,66.0834454912517,1.34589502018843,62.6522327,6.1569689,5.3450609,48.8839285714286,51.1160714285714,9.15178571428571,17.6339285714286,54.9107142857143,18.3035714285714,33.4728033472803,41.8410041841004,8.36820083682008,41.8410041841004,33.4728033472803,33.4728033472803,16.7364016736402,8.36820083682008,37.6569037656904,12.5523012552301,25.1046025104602,0,0.201796786548135,0.68695652173913,"28"
"391",360050221013,0,0,503,1702,15.0411280846063,14.042303172738,11.2808460634548,11.2808460634548,1.93889541715629,17.9200940070505,74.8531139835488,7.2267920094007,56.7567568,4.1128085,8.2843713,55.6660039761431,44.3339960238569,0,2.78330019880716,54.4731610337972,42.7435387673956,31.1111111111111,44.4444444444444,35.5555555555556,31.1111111111111,44.4444444444444,26.6666666666667,31.1111111111111,22.2222222222222,13.3333333333333,44.4444444444444,17.7777777777778,0,0.302598005775175,1.0304347826087,"7"
"392",360050221021,0,0,723,2526,10.0158353127474,10.2929532858274,11.7973079968329,22.8820269200317,3.20665083135392,3.64212193190816,89.5882818685669,4.86935866983373,42.0168067,27.8511405,4.4417767,67.911479944675,32.088520055325,6.63900414937759,1.79806362378976,64.1770401106501,27.3858921161826,16.6919575113809,9.10470409711684,13.6570561456753,7.58725341426404,15.1745068285281,6.06980273141123,7.58725341426404,7.58725341426404,4.55235204855842,10.6221547799697,13.6570561456753,0,0.231602562786927,0.68695652173913,"62"
"393",360050221022,0,0,462,1153,8.15264527320035,8.41283607979185,15.61144839549,20.81526452732,9.19340849956635,14.9176062445794,85.0823937554206,0,53.3391154,14.0503036,2.5151778,75.3246753246753,24.6753246753247,0,0,68.3982683982684,31.6017316017316,11.5606936416185,11.5606936416185,8.67052023121387,8.67052023121387,8.67052023121387,14.4508670520231,8.67052023121387,5.78034682080925,8.67052023121387,11.5606936416185,14.4508670520231,0,0.317352472480607,1.0304347826087,"7"
"394",360050221023,0,0,565,1614,7.62081784386617,11.6480793060719,12.3296158612144,16.4188351920694,8.48822800495663,30.1734820322181,62.9491945477076,9.78934324659232,55.8859975,3.283767,12.5774473,61.5929203539823,38.4070796460177,4.95575221238938,6.72566371681416,50.6194690265487,37.6991150442478,22.3880597014925,19.9004975124378,19.9004975124378,14.9253731343284,19.9004975124378,4.97512437810945,4.97512437810945,7.46268656716418,4.97512437810945,29.8507462686567,17.4129353233831,0,0.388525338751398,1.0304347826087,"37"
"399",360050223001,0,0,252,772,4.92227979274611,10.3626943005181,9.4559585492228,14.7668393782383,17.2279792746114,11.139896373057,86.9170984455959,0,51.9430052,25.2590674,4.1450777,65.8730158730159,34.1269841269841,8.33333333333333,0,62.3015873015873,29.3650793650794,8.09716599190283,4.04858299595142,12.1457489878543,4.04858299595142,4.04858299595142,4.04858299595142,0,8.09716599190283,8.09716599190283,8.09716599190283,8.09716599190283,0,0.277040832889948,1.0304347826087,"58"
"400",360050223002,0,0,447,1226,2.28384991843393,6.44371941272431,24.9592169657423,10.6851549755302,5.46492659053834,34.8287112561175,59.7063621533442,2.03915171288744,50.8156607,8.1566069,0,68.6800894854586,31.3199105145414,4.92170022371365,0,72.9306487695749,22.1476510067114,20.2020202020202,35.3535353535353,35.3535353535353,20.2020202020202,45.4545454545455,15.1515151515152,50.5050505050505,20.2020202020202,25.2525252525253,35.3535353535353,30.3030303030303,0,0.294271863548418,2.06086956521739,"71"
"401",360050223003,0,0,598,1766,5.37938844847112,13.9297848244621,8.09739524348811,8.38052095130238,11.4382785956965,25.19818799547,64.722536806342,14.4394110985277,35.9583092,1.7950203,14.418066,62.5418060200669,37.4581939799331,0.668896321070234,0,50.3344481605351,48.9966555183946,37.1428571428571,28.5714285714286,14.2857142857143,20,28.5714285714286,34.2857142857143,8.57142857142857,14.2857142857143,8.57142857142857,34.2857142857143,34.2857142857143,0,0.0779643424980538,0.515217391304348,"29"
