"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_asthma_q1","pct_asthma_q2","pct_asthma_q3","pct_asthma_q4","pct_asthma_q5","pct_asthma_q6","pct_asthma_q7","pct_asthma_q8","pct_asthma_q11","pct_asthma_q9","pct_asthma_q10","INT","distance","weights","subclass"
"402",360050223004,0,0,553,1413,3.82165605095541,3.53857041755131,12.0311394196745,21.7975937721161,10.757254069356,20.7360226468507,73.1776362349611,12.1726822363765,37.3038516,6.0627675,14.5506419,31.2839059674503,68.7160940325497,4.70162748643761,8.67992766726944,61.4828209764919,25.1356238698011,8.69565217391304,13.0434782608696,8.69565217391304,4.34782608695652,13.0434782608696,6.52173913043478,8.69565217391304,17.3913043478261,6.52173913043478,10.8695652173913,6.52173913043478,0,0.316509054369668,1.0304347826087,"36"
"409",360050224043,0,0,1039,2436,2.83251231527094,9.52380952380952,11.9458128078818,16.2151067323481,10.3448275862069,17.0361247947455,49.3021346469622,12.2742200328407,27.545156,5.5829228,1.6009852,57.0741097208855,42.9258902791145,4.23484119345525,3.65736284889317,41.0009624639076,51.106833493744,10.8191653786708,6.18238021638331,7.72797527047913,6.18238021638331,6.18238021638331,6.18238021638331,10.8191653786708,1.54559505409583,4.63678516228748,3.09119010819165,9.27357032457496,0,0.00908007789976489,0.515217391304348,"94"
"411",360050225002,0,0,470,2433,9.94656802301685,13.810110974106,20.3452527743527,3.69913686806412,9.78216193999178,37.8133990957665,61.200164406083,1.43855322646938,36.5333333,23.5733333,15.52,85.531914893617,14.468085106383,24.6808510638298,0,10.4255319148936,64.8936170212766,45.7317073170732,42.6829268292683,67.0731707317073,27.4390243902439,48.780487804878,51.8292682926829,67.0731707317073,12.1951219512195,33.5365853658537,45.7317073170732,45.7317073170732,0,0.118816704584062,0.515217391304348,"102"
"415",360050225006,0,0,544,1890,15.7142857142857,11.957671957672,12.1164021164021,4.12698412698413,7.61904761904762,34.4973544973545,59.4179894179894,5.60846560846561,26.6666667,43.5978836,0.952381,84.7426470588235,15.2573529411765,3.49264705882353,0,10.1102941176471,86.3970588235294,36.036036036036,31.5315315315315,36.036036036036,4.5045045045045,31.5315315315315,9.00900900900901,13.5135135135135,9.00900900900901,22.5225225225225,13.5135135135135,13.5135135135135,0,0.180832588701219,0.515217391304348,"92"
"417",360050227012,0,0,731,2071,3.95943988411395,10.6711733462096,11.2023177209078,18.3003380009657,8.69145340415258,22.9357798165138,72.0424915499759,5.45630130371801,37.4183827,5.6755399,4.5203415,68.5362517099863,31.4637482900137,3.9671682626539,1.09439124487004,55.8139534883721,39.124487004104,30.4114490161002,19.6779964221825,14.3112701252236,10.7334525939177,23.2558139534884,12.5223613595707,3.5778175313059,12.5223613595707,10.7334525939177,10.7334525939177,21.4669051878354,0,0.0828127605441799,0.515217391304348,"29"
"419",360050227021,0,0,643,1446,5.11756569847856,4.9792531120332,11.4107883817427,17.9806362378976,9.61272475795298,29.6680497925311,57.3305670816044,14.1078838174274,32.7109267,6.9847856,6.6390041,56.6096423017107,43.3903576982893,6.06531881804044,1.71073094867807,38.7247278382582,53.4992223950233,17.5438596491228,5.0125313283208,7.5187969924812,15.0375939849624,17.5438596491228,10.0250626566416,7.5187969924812,5.0125313283208,5.0125313283208,12.531328320802,10.0250626566416,0,0.0452752640532012,0.515217391304348,"24"
"426",360050229012,0,0,457,1152,10.4166666666667,10.5034722222222,13.1944444444444,9.98263888888889,5.03472222222222,28.3854166666667,71.6145833333333,0,44.3576389,10.9375,12.9340278,75.9299781181619,24.0700218818381,6.56455142231947,10.0656455142232,33.6980306345733,43.9824945295405,34.6820809248555,40.4624277456647,34.6820809248555,28.9017341040462,75.1445086705202,34.6820809248555,0,23.121387283237,23.121387283237,63.5838150289017,52.0231213872832,0,0.350314042475799,1.0304347826087,"57"
"429",360050229015,0,0,432,1295,9.18918918918919,7.64478764478764,18.9189189189189,12.5096525096525,4.16988416988417,29.034749034749,58.1467181467181,8.64864864864865,53.5907336,4.5559846,5.8687259,85.6481481481482,14.3518518518519,28.2407407407407,4.39814814814815,47.2222222222222,20.1388888888889,41.6666666666667,27.7777777777778,41.6666666666667,32.4074074074074,74.0740740740741,37.037037037037,37.037037037037,27.7777777777778,23.1481481481481,32.4074074074074,46.2962962962963,0,0.0342572423937382,0.515217391304348,"52"
"435",360050231001,0,0,462,1650,7.33333333333333,2.42424242424242,11.8181818181818,20,7.33333333333333,37.3333333333333,59.6969696969697,0,39.6763754,16.3106796,10.0323625,74.6753246753247,25.3246753246753,26.4069264069264,8.00865800865801,31.1688311688312,34.4155844155844,6.65188470066519,6.65188470066519,15.5210643015521,15.5210643015521,19.9556541019956,13.3037694013304,6.65188470066519,8.86917960088692,2.21729490022173,11.0864745011086,13.3037694013304,0,0.0275930943237114,0.515217391304348,"100"
"440",360050233013,0,0,480,1344,6.17559523809524,12.4255952380952,16.2946428571429,23.5119047619048,3.79464285714286,28.422619047619,71.2797619047619,0.297619047619048,66.6666667,2.2019742,0,80.8333333333333,19.1666666666667,19.375,10.2083333333333,45.4166666666667,25,8.17438692098093,13.6239782016349,8.17438692098093,8.17438692098093,10.8991825613079,5.44959128065395,10.8991825613079,10.8991825613079,8.17438692098093,8.17438692098093,10.8991825613079,0,0.0669836759644036,0.515217391304348,"4"
"441",360050233014,0,0,349,910,0,0,16.043956043956,17.032967032967,3.84615384615385,16.4835164835165,83.5164835164835,0,49.6703297,4.5054945,28.7912088,82.8080229226361,17.1919770773639,0,0,57.8796561604584,42.1203438395415,21.0526315789474,10.5263157894737,5.26315789473684,5.26315789473684,5.26315789473684,10.5263157894737,0,0,0,21.0526315789474,0,0,0.305713341718356,1.0304347826087,"113"
"444",360050235011,0,0,566,1515,11.1551155115512,9.7029702970297,7.19471947194719,19.2079207920792,9.17491749174918,6.73267326732673,92.2112211221122,0,56.69967,0,2.8382838,77.0318021201414,22.9681978798587,8.48056537102473,1.59010600706714,35.3356890459364,54.5936395759717,11.6279069767442,9.30232558139535,2.32558139534884,4.65116279069767,13.953488372093,9.30232558139535,6.97674418604651,4.65116279069767,2.32558139534884,2.32558139534884,9.30232558139535,0,0.0368562552949709,0.515217391304348,"88"
"447",360050235021,0,0,696,2095,6.87350835322196,7.7326968973747,12.1241050119332,16.0381861575179,12.1718377088305,13.9379474940334,82.291169451074,0,51.6658124,4.2542286,16.1455664,78.3045977011494,21.6954022988506,9.48275862068965,5.89080459770115,28.0172413793103,56.6091954022989,20.3045685279188,11.844331641286,8.46023688663283,6.76818950930626,20.3045685279188,13.5363790186125,3.38409475465313,5.07614213197969,6.76818950930626,8.46023688663283,6.76818950930626,0,0.10812694658156,0.515217391304348,"89"
"457",360050237041,0,0,312,721,12.3439667128988,11.2343966712899,5.13176144244105,14.8404993065187,12.8987517337032,36.8932038834951,58.9459084604716,4.16088765603329,56.0332871,2.9126214,0,46.1538461538462,53.8461538461538,0,0,59.6153846153846,40.3846153846154,20,5,0,0,20,0,10,5,10,5,5,0,0.235521365517339,1.0304347826087,"16"
"465",360050239003,0,0,435,1043,7.19079578139981,4.02684563758389,9.20421860019175,19.7507190795781,10.1629913710451,17.0661553211889,82.6462128475551,0.287631831255992,33.9440694,10.1253616,4.4358727,83.2183908045977,16.7816091954023,8.04597701149425,2.29885057471264,79.0804597701149,10.5747126436782,38.4615384615385,22.4358974358974,3.2051282051282,3.2051282051282,22.4358974358974,25.6410256410256,9.61538461538462,9.61538461538462,16.025641025641,32.0512820512821,19.2307692307692,0,0.042071041659133,0.515217391304348,"19"
"475",360050241004,0,0,263,753,12.7490039840637,7.56972111553785,11.4209827357238,25.0996015936255,8.36653386454183,14.6082337317397,73.1739707835325,8.49933598937583,61.8857902,2.3904382,0,63.1178707224335,36.8821292775665,23.1939163498099,6.08365019011407,55.1330798479088,15.5893536121673,7.93650793650794,0,0,3.96825396825397,0,3.96825396825397,11.9047619047619,19.8412698412698,15.8730158730159,15.8730158730159,15.8730158730159,0,0.0343473439356622,0.515217391304348,"52"
"478",360050243003,0,0,421,1214,8.15485996705107,5.35420098846788,14.4151565074135,23.3113673805601,6.01317957166392,13.5914332784185,72.8171334431631,13.5914332784185,49.752883,5.354201,6.5074135,58.4323040380047,41.5676959619952,9.50118764845606,3.80047505938242,38.2422802850356,48.4560570071259,2.80898876404494,0,5.61797752808989,0,5.61797752808989,5.61797752808989,2.80898876404494,0,0,8.42696629213483,5.61797752808989,0,0.0849696654089061,0.515217391304348,"64"
"485",360050245022,0,0,152,484,10.7438016528926,0,10.1239669421488,24.7933884297521,14.4628099173554,22.5206611570248,77.4793388429752,0,55.5785124,9.0909091,0,92.7631578947368,7.23684210526316,0,0,34.8684210526316,65.1315789473684,26.3157894736842,5.26315789473684,5.26315789473684,5.26315789473684,10.5263157894737,5.26315789473684,0,0,0,0,5.26315789473684,0,0.236195281035281,1.0304347826087,"16"
"544",360050267024,0,0,185,414,5.55555555555556,6.28019323671498,10.6280193236715,11.3526570048309,23.6714975845411,17.8743961352657,80.1932367149759,0,48.3091787,0,0,30.2702702702703,69.7297297297297,20.5405405405405,24.3243243243243,46.4864864864865,8.64864864864865,34.4827586206897,6.89655172413793,20.6896551724138,20.6896551724138,6.89655172413793,0,13.7931034482759,13.7931034482759,13.7931034482759,6.89655172413793,6.89655172413793,0,0.0887667433364146,0.515217391304348,"90"
"618",360050302006,0,0,208,332,0,0,23.7951807228916,43.6746987951807,9.63855421686747,87.9518072289157,5.42168674698795,0,34.0361446,0,0,22.1153846153846,77.8846153846154,22.1153846153846,0,10.5769230769231,67.3076923076923,0,11.2994350282486,5.64971751412429,5.64971751412429,5.64971751412429,22.5988700564972,5.64971751412429,5.64971751412429,5.64971751412429,0,0,0,0.160862160485938,0.515217391304348,"91"
"623",360050309001,1,1067,106,847,0.118063754427391,0,1.18063754427391,10.86186540732,84.1794569067296,11.4521841794569,11.4521841794569,0.708382526564345,6.097561,12.195122,0,30.188679245283,69.811320754717,35.8490566037736,0,0,64.1509433962264,21.1180124223602,8.69565217391304,6.2111801242236,7.45341614906832,11.1801242236025,16.1490683229814,11.1801242236025,6.2111801242236,7.45341614906832,7.45341614906832,2.48447204968944,1,0.000694161167149365,1,"106"
"642",360050324001,1,815,750,1648,5.21844660194175,6.00728155339806,12.621359223301,18.3252427184466,18.9927184466019,24.6359223300971,71.1165048543689,3.21601941747573,44.8645243,11.5311909,6.805293,39.0666666666667,60.9333333333333,10.8,1.86666666666667,78.5333333333333,8.8,14.6341463414634,9.75609756097561,11.3821138211382,4.8780487804878,32.520325203252,11.3821138211382,9.75609756097561,11.3821138211382,11.3821138211382,16.260162601626,11.3821138211382,1,0.337009598466809,1,"107"
"659",360050332024,0,0,229,1051,10.6565176022835,1.52235965746908,6.75547098001903,20.0761179828735,45.0999048525214,45.9562321598478,45.4804947668887,0,52.3478261,12.173913,1.3913043,48.471615720524,51.528384279476,0,9.60698689956332,34.4978165938865,55.8951965065502,1.45985401459854,0,0,1.45985401459854,2.91970802919708,0,0,2.91970802919708,2.91970802919708,4.37956204379562,1.45985401459854,0,0.737550291446899,2.06086956521739,"12"
"666",360050336003,1,252,344,785,0,0,14.6496815286624,15.1592356687898,18.9808917197452,36.4331210191083,56.1783439490446,5.22292993630573,42.6751592,11.8471338,10.1910828,46.8023255813954,53.1976744186046,0,5.23255813953488,88.6627906976744,6.1046511627907,18.6567164179104,37.3134328358209,7.46268656716418,7.46268656716418,14.9253731343284,11.1940298507463,11.1940298507463,22.3880597014925,7.46268656716418,11.1940298507463,0,1,0.441372806779004,1,"108"
"667",360050336004,1,459,387,777,9.26640926640927,8.23680823680824,3.73230373230373,18.2754182754183,27.7992277992278,31.5315315315315,59.8455598455598,0,61.003861,9.5238095,5.019305,34.1085271317829,65.8914728682171,8.52713178294574,8.78552971576227,33.5917312661499,49.0956072351421,19.5530726256983,0,22.3463687150838,5.58659217877095,22.3463687150838,11.1731843575419,11.1731843575419,5.58659217877095,13.9664804469274,13.9664804469274,8.37988826815642,1,0.686878168297962,1,"109"
"668",360050336005,0,0,401,959,10.844629822732,8.13347236704901,12.5130344108446,9.80187695516163,16.0583941605839,53.5974973931178,44.7340980187696,0,32.74244,24.2961418,0,57.6059850374065,42.3940149625935,9.72568578553616,35.4114713216958,30.4239401496259,24.4389027431421,8.06451612903226,16.1290322580645,12.0967741935484,32.258064516129,20.1612903225806,0,20.1612903225806,16.1290322580645,12.0967741935484,20.1612903225806,20.1612903225806,0,0.227795199346616,0.68695652173913,"28"
"690",360050348002,1,877,1042,3280,6.06707317073171,8.44512195121951,24.5121951219512,8.84146341463415,6.79878048780488,26.859756097561,70.3048780487805,4.81707317073171,37.5,27.9268293,1.8292683,58.4452975047985,41.5547024952015,7.48560460652591,3.6468330134357,17.3704414587332,71.4971209213052,25.3411306042885,21.4424951267057,3.89863547758285,21.4424951267057,11.6959064327485,17.5438596491228,21.4424951267057,9.74658869395711,21.4424951267057,15.5945419103314,21.4424951267057,1,0.195324575857009,1,"110"
"711",360050361001,0,0,392,805,4.96894409937888,8.81987577639751,10.5590062111801,29.9378881987578,15.2795031055901,48.944099378882,51.055900621118,0,15.1552795,23.8509317,14.0372671,3.57142857142857,96.4285714285714,7.6530612244898,5.86734693877551,13.7755102040816,72.7040816326531,16.4835164835165,8.24175824175824,21.978021978022,16.4835164835165,27.4725274725275,13.7362637362637,8.24175824175824,2.74725274725275,10.989010989011,10.989010989011,10.989010989011,0,0.753574322618071,2.06086956521739,"111"
"712",360050361002,0,0,636,1756,4.38496583143508,4.1002277904328,16.2870159453303,14.1799544419134,11.7881548974943,11.6173120728929,88.3826879271071,0,39.1230068,9.2824601,12.5284738,12.4213836477987,87.5786163522013,11.0062893081761,0,22.0125786163522,66.9811320754717,6.57894736842105,2.19298245614035,4.3859649122807,2.19298245614035,0,0,8.7719298245614,2.19298245614035,2.19298245614035,8.7719298245614,6.57894736842105,0,0.252933428549242,0.68695652173913,"62"
"713",360050361004,0,0,287,1009,14.2715559960357,6.93756194251734,11.1000991080278,12.1902874132805,7.33399405351834,24.5787908820614,75.4212091179385,0,45.3914767,30.9217047,0,54.006968641115,45.993031358885,0,11.1498257839721,69.3379790940767,19.5121951219512,10.1522842639594,5.07614213197969,15.2284263959391,5.07614213197969,20.3045685279188,5.07614213197969,10.1522842639594,5.07614213197969,35.5329949238579,15.2284263959391,5.07614213197969,0,0.54267328180659,2.06086956521739,"33"
"714",360050361005,0,0,478,1288,6.05590062111801,3.33850931677019,10.3260869565217,12.5776397515528,13.8198757763975,30.4347826086957,68.555900621118,0.31055900621118,46.2558502,21.3728549,3.276131,1.88284518828452,98.1171548117155,4.18410041841004,1.46443514644351,30.7531380753138,63.5983263598326,2.94117647058824,2.94117647058824,0,5.88235294117647,5.88235294117647,20.5882352941176,5.88235294117647,2.94117647058824,0,20.5882352941176,2.94117647058824,0,0.557221628841941,2.06086956521739,"76"
"715",360050363001,0,0,420,1221,27.9279279279279,8.10810810810811,3.84930384930385,7.12530712530713,4.09500409500409,11.0565110565111,83.2104832104832,9.00900900900901,68.1408681,0,13.7592138,16.9047619047619,83.0952380952381,0,0,80,20,51.0948905109489,29.1970802919708,43.7956204379562,21.8978102189781,51.0948905109489,58.3941605839416,36.4963503649635,7.2992700729927,7.2992700729927,36.4963503649635,29.1970802919708,0,0.730813924623605,2.06086956521739,"112"
"717",360050363003,0,0,571,1791,9.10106085985483,9.32439977666108,19.2071468453378,9.77107761027359,4.52261306532663,20.9380234505863,79.0619765494137,0,33.0541597,11.6694584,25.2372976,44.8336252189142,55.1663747810858,18.739054290718,18.0385288966725,16.9877408056042,46.2346760070053,23.4375,27.34375,31.25,19.53125,23.4375,23.4375,23.4375,15.625,15.625,23.4375,19.53125,0,0.164127172173918,0.515217391304348,"50"
"720",360050363006,0,0,544,1868,11.1884368308351,11.134903640257,16.220556745182,16.8094218415418,3.53319057815846,25.1605995717345,73.6081370449679,0,51.9199567,13.142239,15.6300703,54.0441176470588,45.9558823529412,0,27.2058823529412,20.7720588235294,52.0220588235294,23.6842105263158,21.0526315789474,10.5263157894737,13.1578947368421,15.7894736842105,28.9473684210526,15.7894736842105,2.63157894736842,28.9473684210526,21.0526315789474,18.4210526315789,0,0.726615329596129,2.06086956521739,"83"
"724",360050365011,0,0,576,1338,4.40956651718984,4.11061285500747,13.1539611360239,18.8340807174888,11.6591928251121,45.9641255605381,48.5052316890882,1.79372197309417,56.6165414,1.0526316,7.593985,35.2430555555556,64.7569444444444,21.7013888888889,0,29.3402777777778,48.9583333333333,9.80392156862745,12.2549019607843,17.156862745098,12.2549019607843,17.156862745098,9.80392156862745,9.80392156862745,0,12.2549019607843,9.80392156862745,12.2549019607843,0,0.161242581001801,0.515217391304348,"50"
"725",360050365012,0,0,539,1774,8.00450958286359,10.5411499436302,17.2491544532131,17.1927846674183,3.49492671927847,48.2525366403608,50.9582863585118,1.57835400225479,38.951522,12.1758737,6.5952649,21.3358070500928,78.6641929499072,30.4267161410019,5.75139146567718,17.8107606679035,46.0111317254174,59.9455040871935,24.5231607629428,40.8719346049046,24.5231607629428,49.0463215258856,43.5967302452316,19.0735694822888,16.3487738419619,29.9727520435967,46.3215258855586,24.5231607629428,0,0.185993634273401,0.515217391304348,"53"
"726",360050365013,0,0,268,689,19.5936139332366,4.35413642960813,14.5137880986938,14.8040638606676,10.0145137880987,23.5123367198839,76.4876632801161,0,48.5714286,11.8796992,2.7067669,38.0597014925373,61.9402985074627,37.6865671641791,7.83582089552239,51.4925373134328,2.98507462686567,17.5438596491228,17.5438596491228,23.3918128654971,0,23.3918128654971,5.84795321637427,17.5438596491228,17.5438596491228,35.0877192982456,35.0877192982456,11.6959064327485,0,0.0415875182895879,0.515217391304348,"19"
"733",360050369011,0,0,494,1512,12.037037037037,11.5079365079365,15.0793650793651,13.6243386243386,5.88624338624339,27.5132275132275,68.1878306878307,4.03439153439153,55.3571429,9.9867725,20.8994709,74.2914979757085,25.7085020242915,10.3238866396761,29.5546558704453,24.2914979757085,35.82995951417,16.9491525423729,13.5593220338983,10.1694915254237,13.5593220338983,20.3389830508475,30.5084745762712,3.38983050847458,3.38983050847458,3.38983050847458,23.728813559322,13.5593220338983,0,0.30118091695075,2.06086956521739,"30"
"734",360050369012,0,0,340,723,4.42600276625173,6.50069156293223,12.8630705394191,10.7883817427386,25.5878284923928,15.6293222683264,84.3706777316736,0,46.1645746,5.2998605,8.7866109,46.4705882352941,53.5294117647059,10.5882352941176,11.7647058823529,42.6470588235294,35,15.2091254752852,22.8136882129278,19.0114068441065,15.2091254752852,11.4068441064639,0,7.60456273764259,7.60456273764259,11.4068441064639,11.4068441064639,7.60456273764259,0,0.230052516012553,0.68695652173913,"42"
"748",360050373004,0,0,499,1267,14.5224940805051,13.6543014996054,13.0228887134964,7.81373322809787,2.84135753749013,24.8618784530387,74.0331491712707,0,61.5627466,9.3922652,5.6037885,57.1142284569138,42.8857715430862,24.6492985971944,7.21442885771543,30.6613226452906,37.4749498997996,59.2592592592593,66.6666666666667,22.2222222222222,44.4444444444444,74.0740740740741,51.8518518518518,59.2592592592593,29.6296296296296,59.2592592592593,44.4444444444444,66.6666666666667,0,0.215908350995412,0.515217391304348,"96"
"751",360050374003,1,486,417,745,6.30872483221477,6.04026845637584,10.738255033557,29.9328859060403,18.3892617449664,30.2013422818792,66.3087248322148,3.22147651006711,41.3422819,8.3221477,3.7583893,31.6546762589928,68.3453237410072,0,15.8273381294964,23.5011990407674,60.6714628297362,13.8888888888889,19.4444444444444,19.4444444444444,8.33333333333333,11.1111111111111,11.1111111111111,13.8888888888889,0,13.8888888888889,16.6666666666667,16.6666666666667,1,0.774670013517882,1,"111"
"760",360050379002,0,0,392,1284,12.0716510903427,2.64797507788162,24.2990654205607,20.1713395638629,6.85358255451713,47.3520249221184,43.7694704049844,11.214953271028,52.8816199,16.2772586,6.9314642,39.7959183673469,60.2040816326531,7.90816326530612,8.16326530612245,11.2244897959184,72.7040816326531,31.700288184438,25.9365994236311,5.76368876080692,8.64553314121038,31.700288184438,25.9365994236311,17.2910662824208,17.2910662824208,5.76368876080692,11.5273775216138,5.76368876080692,0,0.65611232389987,2.06086956521739,"17"
"763",360050379005,0,0,295,1175,16.5957446808511,8.85106382978723,7.65957446808511,11.063829787234,0.680851063829787,50.6382978723404,48.4255319148936,0.936170212765957,37.0212766,5.5319149,32.8510638,80.3389830508475,19.6610169491525,27.7966101694915,7.45762711864407,18.3050847457627,46.4406779661017,21.7391304347826,14.4927536231884,86.9565217391304,21.7391304347826,57.9710144927536,36.231884057971,43.4782608695652,14.4927536231884,43.4782608695652,57.9710144927536,72.463768115942,0,0.247525451062163,0.68695652173913,"42"
"776",360050383011,0,0,442,1584,8.01767676767677,12.2474747474747,14.6464646464646,8.33333333333333,4.92424242424242,16.8560606060606,82.3232323232323,1.64141414141414,42.5768476,1.5042511,20.6017005,94.7963800904977,5.20361990950226,0,3.84615384615385,40.2714932126697,55.8823529411765,38.0952380952381,28.5714285714286,23.8095238095238,14.2857142857143,47.6190476190476,38.0952380952381,19.0476190476191,9.52380952380953,4.76190476190476,19.0476190476191,19.0476190476191,0,0.081252332395452,0.515217391304348,"29"
"780",360050383023,0,0,652,1883,9.93096123207647,7.54115772703133,15.6133828996283,16.8879447689857,1.64630908125332,66.4896441848115,33.0855018587361,0,49.2830589,7.0100903,12.3738715,48.9263803680982,51.0736196319018,0,6.74846625766871,2.60736196319018,90.6441717791411,17.1919770773639,14.3266475644699,8.59598853868195,5.73065902578797,14.3266475644699,14.3266475644699,8.59598853868195,2.86532951289398,14.3266475644699,8.59598853868195,20.0573065902579,0,0.610948192859164,2.06086956521739,"115"
"784",360050385004,0,0,803,1920,11.0416666666667,9.0625,13.1770833333333,11.5104166666667,7.23958333333333,25.9375,69.53125,4.89583333333333,52.5984252,9.6587927,3.0971129,41.3449564134496,58.6550435865504,16.0647571606476,10.3362391033624,27.6463262764633,45.9526774595268,58.3333333333333,50,27.7777777777778,16.6666666666667,66.6666666666667,47.2222222222222,16.6666666666667,13.8888888888889,19.4444444444444,41.6666666666667,38.8888888888889,0,0.368324424094455,2.06086956521739,"54"
"809",360050391005,0,0,333,1102,7.44101633393829,11.2522686025408,4.3557168784029,10.8892921960073,1.90562613430127,4.26497277676951,88.2032667876588,4.80943738656987,42.831216,6.3520871,7.168784,55.8558558558559,44.1441441441441,24.6246246246246,57.957957957958,17.4174174174174,0,35.4609929078014,28.3687943262411,49.645390070922,7.09219858156028,7.09219858156028,7.09219858156028,21.2765957446809,14.1843971631206,28.3687943262411,7.09219858156028,0,0,0.0278230177708748,0.515217391304348,"100"
"814",360050393002,0,0,748,2279,8.29311101360246,9.34620447564721,16.6301009214568,14.3483984203598,8.20535322509873,46.3361123299693,52.5230364194822,0,48.1729055,12.9233512,4.3226381,57.620320855615,42.379679144385,16.3101604278075,4.27807486631016,6.55080213903743,72.8609625668449,31.1284046692607,17.5097276264591,17.5097276264591,5.83657587548638,17.5097276264591,21.4007782101167,21.4007782101167,5.83657587548638,13.6186770428016,17.5097276264591,13.6186770428016,0,0.146900348151672,0.515217391304348,"56"
"815",360050393003,0,0,470,1234,7.13128038897893,7.13128038897893,20.097244732577,9.15721231766613,2.83630470016207,8.42787682333874,90.6807131280389,0,39.3030794,10.1296596,20.7455429,37.4468085106383,62.5531914893617,7.4468085106383,6.80851063829787,41.4893617021277,41.063829787234,67.5675675675676,47.2972972972973,40.5405405405405,33.7837837837838,27.027027027027,60.8108108108108,20.2702702702703,13.5135135135135,13.5135135135135,40.5405405405405,60.8108108108108,0,0.573875285303057,2.06086956521739,"60"
"816",360050393004,0,0,577,1895,25.9630606860158,10.8707124010554,3.16622691292876,5.48812664907652,1.16094986807388,30.131926121372,62.3746701846966,10.712401055409,52.1372032,0,7.8627968,47.8336221837088,52.1663778162912,19.4107452339688,3.29289428076256,57.0190641247834,20.2772963604853,79.3650793650794,79.3650793650794,47.6190476190476,0,47.6190476190476,31.7460317460317,79.3650793650794,7.93650793650794,23.8095238095238,47.6190476190476,55.5555555555556,0,0.1578540837228,0.515217391304348,"50"
"818",360050393006,0,0,377,1224,10.6209150326797,4.08496732026144,15.1143790849673,10.8660130718954,3.75816993464052,18.8725490196078,76.9607843137255,3.26797385620915,32.6797386,23.5294118,21.1601307,48.2758620689655,51.7241379310345,21.4854111405836,16.1803713527851,6.89655172413793,55.4376657824934,33.5195530726257,39.1061452513966,22.3463687150838,27.9329608938547,33.5195530726257,16.7597765363128,5.58659217877095,0,33.5195530726257,39.1061452513966,27.9329608938547,0,0.255715928138329,1.0304347826087,"5"
"819",360050394001,0,0,304,685,0,6.56934306569343,5.25547445255474,25.5474452554745,5.98540145985401,72.8467153284672,23.6496350364963,0,35.620438,4.6715328,14.7445255,46.3815789473684,53.6184210526316,9.21052631578947,0,31.9078947368421,58.8815789473684,0,4.62962962962963,0,9.25925925925926,0,18.5185185185185,0,0,13.8888888888889,9.25925925925926,9.25925925925926,0,0.108520619808491,0.515217391304348,"70"
"825",360050395003,0,0,507,1201,9.15903413821815,15.4038301415487,6.32805995004163,12.4895920066611,18.0682764363031,16.3197335553705,83.6802664446295,0,46.1282265,18.5678601,11.3238968,71.0059171597633,28.9940828402367,20.3155818540434,2.76134122287968,25.0493096646943,51.8737672583826,2.72479564032698,8.17438692098093,2.72479564032698,13.6239782016349,8.17438692098093,5.44959128065395,13.6239782016349,0,8.17438692098093,10.8991825613079,8.17438692098093,0,0.0368215991206749,0.515217391304348,"88"
"826",360050395004,0,0,317,888,19.0315315315315,8.55855855855856,14.7522522522523,10.1351351351351,1.23873873873874,61.3738738738739,37.2747747747748,0,41.7929293,11.1111111,10.7323232,70.9779179810726,29.0220820189274,11.6719242902208,0,52.9968454258675,35.3312302839117,99.009900990099,49.5049504950495,0,69.3069306930693,19.8019801980198,39.6039603960396,49.5049504950495,19.8019801980198,39.6039603960396,79.2079207920792,19.8019801980198,0,0.0827155609694223,0.515217391304348,"29"
"837",360050399012,0,0,210,659,8.95295902883156,5.31107738998482,25.948406676783,10.7738998482549,9.40819423368741,18.5128983308042,77.9969650986343,0,46.4339909,16.6919575,7.4355083,72.3809523809524,27.6190476190476,27.6190476190476,8.57142857142857,35.7142857142857,28.0952380952381,30.0751879699248,7.5187969924812,7.5187969924812,15.0375939849624,0,0,0,30.0751879699248,15.0375939849624,7.5187969924812,22.5563909774436,0,0.0440292748354274,0.515217391304348,"51"
"840",360050399015,0,0,300,993,12.8902316213494,8.35850956696878,17.0191339375629,9.66767371601208,4.33031218529708,11.8831822759315,78.147029204431,5.03524672708963,43.3031219,0,12.5881168,82,18,14.6666666666667,32.6666666666667,46.6666666666667,6,50.3597122302158,28.7769784172662,28.7769784172662,21.5827338129496,50.3597122302158,43.1654676258993,28.7769784172662,35.9712230215827,14.3884892086331,57.5539568345324,28.7769784172662,0,0.0447575574650065,0.515217391304348,"51"
"842",360050399022,0,0,223,732,14.0710382513661,13.2513661202186,19.9453551912568,9.69945355191257,5.46448087431694,33.0601092896175,66.9398907103825,0,75,3.6885246,0,67.7130044843049,32.2869955156951,21.0762331838565,9.41704035874439,38.5650224215247,30.9417040358744,108.108108108108,45.045045045045,9.00900900900901,9.00900900900901,45.045045045045,9.00900900900901,18.018018018018,0,18.018018018018,9.00900900900901,0,0,0.277707163048801,2.06086956521739,"75"
